#,Name,Primary Type,Secondary Type,Total,HP,Attack,Defense,Sp.Atk,Sp.Def,Speed,Variant,Generation,Evolution Stage,Category,Pre-evolution,Egg Group 1,Egg Group 2,Height (m),Weight (kg),Gender,Catch Rate,Catch Rate (%),Hatch Time,Egg Obtainable,Smash/Pass
822,Corvisquire,Flying,,365,68,67,55,43,55,77,,8,2,Raven,Rookidee,Flying,,0.8,16.0,Both,120,24.9%,15 cycles,Yes,Pass
823,Corviknight,Flying,Steel,495,98,87,105,53,85,67,,8,3,Raven,Corvisquire,Flying,,2.2,75.0,Both,45,11.9%,15 cycles,Yes,Pass
824,Blipbug,Bug,,180,25,20,20,25,45,45,,8,1,Larva,,Bug,,0.4,8.0,Both,255,43.9%,15 cycles,Yes,Pass
825,Dottler,Bug,Psychic,335,50,35,80,50,90,30,,8,2,Radome,Blipbug,Bug,,0.4,19.5,Both,120,24.9%,15 cycles,Yes,Pass
826,Orbeetle,Bug,Psychic,505,60,45,110,80,120,90,,8,3,Seven Spot,Dottler,Bug,,0.4,40.8,Both,45,11.9%,15 cycles,Yes,Pass
827,Nickit,Dark,,245,40,28,28,47,52,50,,8,1,Fox,,Field,,0.6,8.9,Both,255,43.9%,15 cycles,Yes,Pass
828,Thievul,Dark,,455,70,58,58,87,92,90,,8,2,Fox,Nickit,Field,,1.2,19.9,Both,127,26%,15 cycles,Yes,Pass
829,Gossifleur,Grass,,250,40,40,60,40,60,10,,8,1,Flowering,,Grass,,0.4,2.2,Both,190,35.2%,20 cycles,Yes,Pass
830,Eldegoss,Grass,,460,60,50,90,80,120,60,,8,2,Cotton Bloom,Gossifleur,Grass,,0.5,2.5,Both,75,17.5%,20 cycles,Yes,Pass
831,Wooloo,Normal,,270,42,40,55,40,45,48,,8,1,Sheep,,Field,,0.6,6.0,Both,255,43.9%,15 cycles,Yes,Pass
832,Dubwool,Normal,,490,72,80,100,60,90,88,,8,2,Sheep,Wooloo,Field,,1.3,43.0,Both,127,26%,15 cycles,Yes,Pass
833,Chewtle,Water,,284,50,64,50,38,38,44,,8,1,Snapping,,Monster,Water 1,0.3,8.5,Both,255,43.9%,20 cycles,Yes,Pass
834,Drednaw,Water,Rock,485,90,115,90,48,68,74,,8,2,Bite,Chewtle,Monster,Water 1,1.0,115.5,Both,75,17.5%,20 cycles,Yes,Pass
835,Yamper,Electric,,270,59,45,50,40,50,26,,8,1,Puppy,,Field,,0.3,13.5,Both,255,43.9%,20 cycles,Yes,Pass
836,Boltund,Electric,,490,69,90,60,90,60,121,,8,2,Dog,Yamper,Field,,1.0,34.0,Both,45,11.9%,20 cycles,Yes,Pass
837,Rolycoly,Rock,,240,30,40,50,40,50,30,,8,1,Coal,,Mineral,,0.3,12.0,Both,255,43.9%,15 cycles,Yes,Pass
838,Carkol,Rock,Fire,410,80,60,90,60,70,50,,8,2,Coal,Rolycoly,Mineral,,1.1,78.0,Both,120,24.9%,15 cycles,Yes,Pass
839,Coalossal,Rock,Fire,510,110,80,120,80,90,30,,8,3,Coal,Carkol,Mineral,,2.8,310.5,Both,45,11.9%,15 cycles,Yes,Pass
840,Applin,Grass,Dragon,260,40,40,80,40,40,20,,8,1,Apple Core,,Grass,Dragon,0.2,0.5,Both,255,43.9%,20 cycles,Yes,Pass
841,Flapple,Grass,Dragon,485,70,110,80,95,60,70,,8,2,Apple Wing,Applin,Grass,Dragon,0.3,1.0,Both,45,11.9%,20 cycles,Yes,Pass
842,Appletun,Grass,Dragon,485,110,85,80,100,80,30,,8,2,Apple Nectar,Applin,Grass,Dragon,0.4,13.0,Both,45,11.9%,20 cycles,Yes,Pass
843,Silicobra,Ground,Dragon,315,52,57,75,35,50,46,,8,1,Sand Snake,,Field,Dragon,2.2,7.6,Both,255,43.9%,20 cycles,Yes,Pass
844,Sandaconda,Ground,Dragon,510,72,107,125,65,70,71,,8,2,Sand Snake,Silicobra,Field,Dragon,3.8,65.5,Both,120,24.9%,20 cycles,Yes,Smash
845,Cramorant,Flying,Water,475,70,85,55,85,95,85,Gulping Form; Gorging Form,8,1,Gulp,,Water 1,Flying,0.8,18.0,Both,45,11.9%,20 cycles,Yes,Pass
846,Arrokuda,Water,,280,41,63,40,40,30,66,,8,1,Rush,,Water 2,,0.5,1.0,Both,255,43.9%,20 cycles,Yes,Pass
847,Barraskewda,Water,,490,61,123,60,60,50,136,,8,2,Skewer,Arrokuda,Water 2,,1.3,30.0,Both,60,14.8%,20 cycles,Yes,Pass
848,Toxel,Electric,Poison,242,40,38,35,54,35,40,,8,1,Baby,,No Eggs Discovered,,0.4,11.0,Both,75,17.5%,25 cycles,Yes,Pass
849,Toxtricity,Electric,Poison,502,75,98,70,114,70,75,Amped Form; Low Key Form; Gigantamax Toxtricity,8,2,Punk,Toxel,Human-Like,,1.6,40.0,Both,45,11.9%,25 cycles,Yes,Smash
850,Sizzlipede,Fire,Bug,305,50,65,45,50,50,45,,8,1,Radiator,,Bug,,0.7,1.0,Both,190,35.2%,20 cycles,Yes,Pass
851,Centiskorch,Fire,Bug,525,100,115,65,90,90,65,,8,2,Radiator,Sizzlipede,Bug,,3.0,120.0,Both,75,17.5%,20 cycles,Yes,Pass
852,Clobbopus,Fighting,,310,50,68,60,50,50,32,,8,1,Tantrum,,Water 1,Human-Like,0.6,4.0,Both,180,33.8%,25 cycles,Yes,Pass
853,Grapploct,Fighting,,480,80,118,90,70,80,42,,8,2,Jujitsu,Clobbopus,Water 1,Human-Like,1.6,39.0,Both,45,11.9%,25 cycles,Yes,Pass
854,Sinistea,Ghost,,308,40,45,45,74,54,50,Phony Form; Antique Form,8,1,Black Tea,,Mineral,Amorphous,0.1,0.2,Neither,120,24.9%,20 cycles,Yes,Smash
855,Polteageist,Ghost,,508,60,65,65,134,114,70,Phony Form; Antique Form,8,2,Black Tea,Sinistea,Mineral,Amorphous,0.2,0.4,Neither,60,14.8%,20 cycles,Yes,Pass
856,Hatenna,Psychic,Fairy,265,42,30,45,56,53,39,,8,1,Calm,,Fairy,,0.4,3.4,Female,235,41.3%,20 cycles,Yes,Pass
857,Hattrem,Psychic,Fairy,370,57,40,65,86,73,49,,8,2,Serene,Hatenna,Fairy,,0.6,4.8,Female,120,24.9%,20 cycles,Yes,Pass
858,Hatterene,Psychic,Fairy,510,57,90,95,136,103,29,,8,3,Silent,Hattrem,Fairy,,2.1,5.1,Female,45,11.9%,20 cycles,Yes,Smash
859,Impidimp,Dark,Fairy,265,45,45,30,55,40,50,,8,1,Wily,,Fairy,Human-Like,0.4,5.5,Male,255,43.9%,20 cycles,Yes,Pass
860,Morgrem,Dark,Fairy,370,65,60,45,75,55,70,,8,2,Devious,Impidimp,Fairy,Human-Like,0.8,12.5,Male,120,24.9%,20 cycles,Yes,Pass
861,Grimmsnarl,Dark,Fairy,510,95,120,65,95,75,60,,8,3,Bulk Up,Morgrem,Fairy,Human-Like,1.5,61.0,Male,45,11.9%,20 cycles,Yes,Pass
862,Obstagoon,Dark,Normal,520,93,90,101,60,81,95,,8,3,Blocking,Linoone,Field,,1.6,46.0,Both,45,11.9%,15 cycles,Yes,Pass
863,Perrserker,Steel,,440,70,110,100,50,60,50,,8,2,Viking,Meowth,Field,,0.8,28.0,Both,90,20.1%,20 cycles,Yes,Pass
864,Cursola,Ghost,,510,60,95,50,145,130,30,,8,1,Coral,,Water 1,Water 3,1.0,0.4,Both,30,8.8%,20 cycles,Yes,Pass
865,Sirfetch'd,Fighting,Flying,507,62,135,95,68,82,65,,8,2,Wild Duck,Farfetch'd,Flying,Field,0.8,117.0,Both,45,11.9%,20 cycles,Yes,Pass
866,Mr. Rime,Ice,Psychic,520,80,85,75,110,100,70,,8,3,Comedian,Mr. Mime,Human-Like,,1.5,58.2,Both,45,11.9%,25 cycles,Yes,Pass
867,Runerigus,Ground,Ghost,483,58,95,145,50,105,30,,8,2,Grudge,Yamask,Mineral,Amorphous,1.6,66.6,Both,90,20.1%,25 cycles,Yes,Smash
868,Milcery,Fairy,,270,45,40,40,50,61,34,,8,1,Cream,,Fairy,Amorphous,0.2,0.3,Female,200,36.6%,20 cycles,Yes,Pass
869,Alcremie,Fairy,,495,65,60,75,110,121,64,,8,2,Cream,Milcery,Fairy,Amorphous,0.3,0.5,Female,100,21.7%,20 cycles,Yes,Pass
870,Falinks,Fighting,Fairy,470,65,100,100,70,60,75,Mega Falinks,8,1,Formation,,Fairy,Mineral,3.0,62.0,Neither,45,11.9%,25 cycles,Yes,Pass
871,Pincurchin,Electric,,435,48,101,95,91,85,15,,8,1,Sea Urchin,,Water 1,Amorphous,0.3,1.0,Both,75,17.5%,20 cycles,Yes,Pass
872,Snom,Ice,Bug,185,30,25,35,45,30,20,,8,1,Worm,,Bug,,0.3,3.8,Both,190,35.2%,20 cycles,Yes,Smash
873,Frosmoth,Ice,Bug,475,70,65,60,125,90,65,,8,2,Frost Moth,Snom,Bug,,1.3,42.0,Both,75,17.5%,20 cycles,Yes,Pass
874,Stonjourner,Rock,,470,100,125,135,20,20,70,,8,1,Big Rock,,Mineral,,2.5,520.0,Both,60,14.8%,25 cycles,Yes,Smash
875,Eiscue,Ice,,470,75,80,110,65,90,50,Ice Face; Noice Face,8,1,Penguin,,Water 1,Field,1.4,89.0,Both,60,14.8%,25 cycles,Yes,
876,Indeedee,Psychic,Normal,475,65,60,60,100,100,90,,8,1,Emotion,,Fairy,,0.9,28.0,Both,30,8.8%,40 cycles,Yes,Pass
877,Morpeko,Electric,Dark,436,58,95,58,70,58,97,Full Belly Mode; Hangry Mode,8,1,Two-Sided,,Field,Fairy,0.3,3.0,Both,180,33.8%,10 cycles,Yes,Pass
878,Cufant,Steel,,330,72,80,49,40,49,40,,8,1,Copperderm,,Field,Mineral,1.2,100.0,Both,190,35.2%,25 cycles,Yes,Pass
879,Copperajah,Steel,,500,122,130,69,80,69,30,,8,2,Copperderm,Cufant,Field,Mineral,3.0,650.0,Both,90,20.1%,25 cycles,Yes,Pass
880,Dracozolt,Electric,Dragon,505,90,100,90,80,70,75,,8,1,Fossil,,No Eggs Discovered,,1.8,190.0,Neither,45,11.9%,35 cycles,No,Pass
881,Arctozolt,Electric,Ice,505,90,100,90,90,80,55,,8,1,Fossil,,No Eggs Discovered,,2.3,150.0,Neither,45,11.9%,35 cycles,No,Pass
882,Dracovish,Water,Dragon,505,90,90,100,70,80,75,,8,1,Fossil,,No Eggs Discovered,,2.3,215.0,Neither,45,11.9%,35 cycles,No,Pass
883,Arctovish,Water,Ice,505,90,90,100,80,90,55,,8,1,Fossil,,No Eggs Discovered,,2.0,175.0,Neither,45,11.9%,35 cycles,No,Pass
884,Duraludon,Steel,Dragon,535,70,95,115,120,50,85,,8,1,Alloy,,Mineral,Dragon,1.8,40.0,Both,45,11.9%,30 cycles,Yes,Pass
885,Dreepy,Dragon,Ghost,270,28,60,30,40,30,82,,8,1,Lingering,,Amorphous,Dragon,0.5,2.0,Both,45,11.9%,40 cycles,Yes,Pass
886,Drakloak,Dragon,Ghost,410,68,80,50,60,50,102,,8,2,Caretaker,Dreepy,Amorphous,Dragon,1.4,11.0,Both,45,11.9%,40 cycles,Yes,Pass
887,Dragapult,Dragon,Ghost,600,88,120,75,100,75,142,,8,3,Stealth,Drakloak,Amorphous,Dragon,3.0,50.0,Both,45,11.9%,40 cycles,Yes,Pass
888,Zacian,Fairy,Steel,660,92,120,115,80,115,138,Hero of Many Battles; Crowned Sword,8,1,Warrior,,No Eggs Discovered,,2.8,110.0,Neither,10,3.9%,120 cycles,No,Pass
889,Zamazenta,Fighting,Steel,660,92,120,115,80,115,138,Hero of Many Battles; Crowned Shield,8,1,Warrior,,No Eggs Discovered,,2.9,210.0,Neither,10,3.9%,120 cycles,No,Pass
890,Eternatus,Poison,Dragon,690,140,85,95,145,95,130,,8,1,Gigantic,,No Eggs Discovered,,20.0,950.0,Neither,255,43.9%,120 cycles,No,Pass
891,Kubfu,Fighting,,385,60,90,60,53,50,72,,8,1,Wushu,,No Eggs Discovered,,0.6,12.0,Both,3,1.6%,120 cycles,No,Pass
892,Urshifu,Fighting,Dark,550,100,130,100,63,60,97,Single Strike Style; Rapid Strike Style; Gigantamax Urshifu (Single Strike Style); Gigantamax Urshifu (Rapid Strike Style),8,2,Wushu,Kubfu,No Eggs Discovered,,1.9,105.0,Both,3,1.6%,120 cycles,No,Smash
893,Zarude,Dark,Grass,600,105,120,105,70,95,105,,8,1,Rogue Monkey,,No Eggs Discovered,,1.8,70.0,Neither,3,1.6%,120 cycles,No,Pass
894,Regieleki,Electric,,580,80,100,50,100,50,200,,8,1,Electron,,No Eggs Discovered,,1.2,145.0,Neither,3,1.6%,120 cycles,No,Pass
895,Regidrago,Dragon,,580,200,100,50,100,50,80,,8,1,Dragon Orb,,No Eggs Discovered,,2.1,200.0,Neither,3,1.6%,120 cycles,No,Smash
896,Glastrier,Ice,,580,100,145,130,65,110,30,,8,1,Wild Horse,,No Eggs Discovered,,2.2,800.0,Neither,3,1.6%,120 cycles,No,Pass
897,Spectrier,Ghost,,580,100,65,60,145,80,130,,8,1,Swift Horse,,No Eggs Discovered,,2.0,44.5,Neither,3,1.6%,120 cycles,No,Pass
898,Calyrex,Psychic,Grass,500,100,80,80,80,80,80,Ice Rider Calyrex; Shadow Rider Calyrex,8,1,King,,No Eggs Discovered,,1.1,7.7,Neither,3,1.6%,120 cycles,No,Pass
899,Wyrdeer,Normal,Psychic,525,103,105,72,105,75,65,,8,2,Big Horn,Stantler,Field,,1.8,95.1,Both,45,11.9%,20 cycles,Yes,Pass
900,Kleavor,Bug,Rock,500,70,130,95,45,75,85,,8,2,Axe,Scyther,Bug,,1.8,89.0,Both,15,5.2%,20 cycles,Yes,N/A
901,Ursaluna,Ground,Normal,550,130,140,105,45,80,50,,8,3,Peat,Ursaring,Field,,2.4,290.0,Both,20,6.5%,20 cycles,Yes,N/A
903,Sneasler,Fighting,Poison,510,80,130,60,40,80,120,,8,2,Big Fish,Sneasel,Field,,1.3,43.0,Both,20,6.5%,20 cycles,Yes,N/A
904,Overqwil,Dark,Poison,510,85,115,95,65,65,85,,8,2,Free Climb,Qwilfish,Water 2,,2.5,60.5,Both,45,11.9%,20 cycles,Yes,N/A
905,Enamorus,Fairy,Flying,580,74,115,110,135,100,46,Incarnate Forme; Therian Forme,8,1,Love-Hate,,No Eggs Discovered,,1.6,48.0,Female,3,1.6%,20 cycles,No,N/A
906,Sprigatito,Grass,,310,40,61,54,45,45,65,,9,1,Grass Cat,,Field,Grass,0.4,4.1,Both,45,11.9%,20 cycles,Yes,N/A
907,Floragato,Grass,,410,61,80,63,60,63,83,,9,2,Grass Cat,Sprigatito,Field,Grass,0.9,12.2,Both,45,11.9%,20 cycles,Yes,N/A
908,Meowscarada,Grass,Dark,530,76,110,70,81,70,123,,9,3,Magician,Floragato,Field,Grass,1.5,31.2,Both,45,11.9%,20 cycles,Yes,N/A
909,Fuecoco,Fire,,310,67,45,59,63,40,36,,9,1,Fire Croc,,Field,,0.4,9.8,Both,45,11.9%,20 cycles,Yes,N/A
910,Crocalor,Fire,,411,81,55,78,90,58,49,,9,2,Fire Croc,Fuecoco,Field,,1.0,30.7,Both,45,11.9%,20 cycles,Yes,N/A
911,Skeledirge,Fire,Ghost,530,104,75,100,110,75,66,,9,3,Singer,Crocalor,Field,,1.6,326.5,Both,45,11.9%,20 cycles,Yes,N/A
912,Quaxly,Water,Flying,310,55,65,45,50,45,50,,9,1,Duckling,,Flying,Water 1,0.5,6.1,Both,45,11.9%,20 cycles,Yes,N/A
913,Quaxwell,Water,Flying,410,70,85,65,65,60,65,,9,2,Practicing,Quaxly,Flying,Water 1,1.2,21.5,Both,45,11.9%,20 cycles,Yes,N/A
914,Quaquaval,Water,Fighting,530,85,120,80,85,75,85,,9,3,Dancer,Quaxwell,Flying,Water 1,1.8,61.9,Both,45,11.9%,20 cycles,Yes,N/A
915,Lechonk,Normal,,254,54,45,40,35,45,35,,9,1,Hog,,Field,,0.5,10.2,Both,255,43.9%,15 cycles,Yes,N/A
916,Oinkologne,Normal,,489,113,95,73,59,85,65,,9,2,Hog,Lechonk,Field,,1.0,120.0,Both,100,21.7%,15 cycles,Yes,N/A
917,Tarountula,Bug,,210,35,41,45,29,40,20,,9,1,String Ball,,Bug,,0.3,4.0,Both,255,43.9%,15 cycles,Yes,N/A
918,Spidops,Bug,,404,60,79,92,52,86,35,,9,2,Trap,Tarountula,Bug,,1.0,16.5,Both,120,24.9%,15 cycles,Yes,N/A
919,Nymble,Bug,,210,33,46,40,21,25,45,,9,1,Grasshopper,,Bug,,0.2,1.0,Both,190,35.2%,20 cycles,Yes,N/A
920,Lokix,Bug,Dark,450,71,102,78,52,55,92,,9,2,Grasshopper,Nymble,Bug,,1.0,17.5,Both,30,8.8%,20 cycles,Yes,N/A
921,Pawmi,Electric,,240,45,50,20,40,25,60,,9,1,Mouse,,Field,,0.3,2.5,Both,190,35.2%,15 cycles,Yes,N/A
922,Pawmo,Electric,Fighting,350,60,75,40,50,40,85,,9,2,Mouse,Pawmi,Field,,0.4,6.5,Both,80,18.4%,15 cycles,Yes,N/A
923,Pawmot,Electric,Fighting,490,70,115,70,70,60,105,,9,3,Hands-On,Pawmo,Field,,0.9,41.0,Both,45,11.9%,15 cycles,Yes,N/A
924,Tandemaus,Normal,Fairy,305,50,50,45,40,45,75,,9,1,Couple,,Field,Fairy,0.3,1.8,Neither,150,29.5%,10 cycles,Yes,N/A
925,Maushold,Normal,Fairy,470,74,75,70,65,75,111,Family of Four; Family of Three,9,2,Family,Tandemaus,Field,Fairy,0.3,2.8,Neither,75,17.5%,10 cycles,Yes,N/A
926,Fidough,Fairy,,312,37,55,70,30,55,65,,9,1,Puppy,,Field,Mineral,0.3,10.9,Both,190,35.2%,20 cycles,Yes,N/A
927,Dachsbun,Fairy,,477,57,80,115,50,80,95,,9,2,Dog,Fidough,Field,Mineral,0.5,14.9,Both,90,20.1%,20 cycles,Yes,N/A
928,Smoliv,Grass,Normal,260,41,35,45,58,51,30,,9,1,Olive,,Grass,,0.3,6.5,Both,255,43.9%,20 cycles,Yes,N/A
929,Dolliv,Grass,Normal,354,52,53,60,78,78,33,,9,2,Olive,Smoliv,Grass,,0.6,11.9,Both,120,24.9%,20 cycles,Yes,N/A
930,Arboliva,Grass,Normal,510,78,69,90,125,109,39,,9,3,Olive,Dolliv,Grass,,1.4,48.2,Both,45,11.9%,20 cycles,Yes,N/A
931,Squawkabilly,Normal,Flying,417,82,96,51,45,51,92,Green Plumage; Blue Plumage; Yellow Plumage; White Plumage,9,1,Parrot,,Flying,,0.6,2.4,Both,190,35.2%,15 cycles,Yes,N/A
932,Nacli,Rock,,280,55,55,75,35,35,25,,9,1,Rock Salt,,Mineral,,0.4,16.0,Both,255,43.9%,20 cycles,Yes,N/A
933,Naclstack,Rock,,355,60,60,100,35,65,35,,9,2,Rock Salt,Nacli,Mineral,,0.6,105.0,Both,120,24.9%,20 cycles,Yes,N/A
934,Garganacl,Rock,,500,100,100,130,45,90,35,,9,3,Rock Salt,Naclstack,Mineral,,2.3,240.0,Both,45,11.9%,20 cycles,Yes,N/A
935,Charcadet,Fire,,255,40,50,40,50,40,35,,9,1,Fire Child,,Human-Like,,0.6,10.5,Both,90,20.1%,35 cycles,Yes,N/A
936,Armarouge,Fire,Psychic,525,85,60,100,125,80,75,,9,2,Fire Warrior,Charcadet,Human-Like,,1.5,85.0,Both,25,7.7%,35 cycles,Yes,N/A
937,Ceruledge,Fire,Ghost,525,75,125,80,60,100,85,,9,2,Fire Blades,Charcadet,Human-Like,,1.6,62.0,Both,25,7.7%,35 cycles,Yes,N/A
938,Tadbulb,Electric,,272,61,31,41,59,35,45,,9,1,EleTadpole,,Water 1,,0.3,0.4,Both,190,35.2%,20 cycles,Yes,N/A
939,Bellibolt,Electric,,495,109,64,91,103,83,45,,9,2,EleFrog,Tadbulb,Water 1,,1.2,113.0,Both,50,12.9%,20 cycles,Yes,N/A
940,Wattrel,Electric,Flying,280,40,40,35,55,40,70,,9,1,Storm Petrel,,Water 1,Flying,0.4,3.6,Both,180,33.8%,20 cycles,Yes,N/A
941,Kilowattrel,Electric,Flying,490,70,70,60,105,60,125,,9,2,Frigatebird,Wattrel,Water 1,Flying,1.4,38.6,Both,90,20.1%,20 cycles,Yes,N/A
942,Maschiff,Dark,,340,60,78,60,40,51,51,,9,1,Rascal,,Field,,0.5,16.0,Both,150,29.5%,20 cycles,Yes,N/A
943,Mabosstiff,Dark,,505,80,120,90,60,70,85,,9,2,Boss,Maschiff,Field,,1.1,61.0,Both,75,17.5%,20 cycles,Yes,N/A
944,Shroodle,Poison,Normal,290,40,65,35,40,35,75,,9,1,Toxic Mouse,,Field,,0.2,0.7,Both,190,35.2%,20 cycles,Yes,N/A
945,Grafaiai,Poison,Normal,485,63,95,65,80,72,110,,9,2,Toxic Monkey,Shroodle,Field,,0.7,27.2,Both,90,20.1%,20 cycles,Yes,N/A
946,Bramblin,Grass,Ghost,275,40,65,30,45,35,60,,9,1,Tumbleweed,,Grass,,0.6,0.6,Both,190,35.2%,20 cycles,Yes,N/A
947,Brambleghast,Grass,Ghost,480,55,115,70,80,70,90,,9,2,Tumbleweed,Bramblin,Grass,,1.2,6.0,Both,45,11.9%,20 cycles,Yes,N/A
948,Toedscool,Ground,Grass,335,40,40,35,50,100,70,,9,1,Woodear,,Grass,,0.9,33.0,Both,190,35.2%,20 cycles,Yes,N/A
949,Toedscruel,Ground,Grass,515,80,70,65,80,120,100,,9,2,Woodear,Toedscool,Grass,,1.9,58.0,Both,90,20.1%,20 cycles,Yes,N/A
950,Klawf,Rock,,450,70,100,115,35,55,75,,9,1,Ambush,,Water 3,,1.3,79.0,Both,120,24.9%,35 cycles,Yes,N/A
951,Capsakid,Grass,,304,50,62,40,62,40,50,,9,1,Spicy Pepper,,Grass,,0.3,3.0,Both,190,35.2%,20 cycles,Yes,N/A
952,Scovillain,Grass,Fire,486,65,108,65,108,65,75,Mega Scovillain,9,2,Spicy Pepper,Capsakid,Grass,,0.9,15.0,Both,75,17.5%,20 cycles,Yes,N/A
953,Rellor,Bug,,270,41,50,60,31,58,30,,9,1,Rolling,,Bug,,0.2,1.0,Both,190,35.2%,20 cycles,Yes,N/A
954,Rabsca,Bug,Psychic,470,75,50,85,115,100,45,,9,2,Rolling,Rellor,Bug,,0.3,3.5,Both,45,11.9%,20 cycles,Yes,N/A
955,Flittle,Psychic,Flying,255,30,35,30,55,30,75,,9,1,Frill,,Flying,,0.2,1.5,Both,120,24.9%,20 cycles,Yes,N/A
956,Espathra,Psychic,Flying,481,95,60,60,101,60,105,,9,2,Ostrich,Flittle,Flying,,1.9,90.0,Both,60,14.8%,20 cycles,Yes,N/A
957,Tinkatink,Fairy,Steel,297,50,45,45,35,64,58,,9,1,Metalsmith,,Fairy,,0.4,8.9,Female,190,35.2%,20 cycles,Yes,N/A
958,Tinkatuff,Fairy,Steel,380,65,55,55,45,82,78,,9,2,Hammer,Tinkatink,Fairy,,0.7,59.1,Female,90,20.1%,20 cycles,Yes,N/A
959,Tinkaton,Fairy,Steel,506,85,75,77,70,105,94,,9,3,Hammer,Tinkatuff,Fairy,,0.7,112.8,Female,45,11.9%,20 cycles,Yes,N/A
960,Wiglett,Water,,245,10,55,25,35,25,95,,9,1,Garden Eel,,Water 3,,1.2,1.8,Both,255,43.9%,20 cycles,Yes,N/A
961,Wugtrio,Water,,425,35,100,50,50,70,120,,9,2,Garden Eel,Wiglett,Water 3,,1.2,5.4,Both,50,12.9%,20 cycles,Yes,N/A
962,Bombirdier,Flying,Dark,485,70,103,85,60,85,82,,9,1,Item Drop,,Flying,,1.5,42.9,Both,25,7.7%,35 cycles,Yes,N/A
963,Finizen,Water,,315,70,45,40,45,40,75,,9,1,Dolphin,,Field,Water 2,1.3,60.2,Both,200,36.6%,40 cycles,Yes,N/A
964,Palafin,Water,,457,100,70,72,53,62,100,Zero Form; Hero Form,9,2,Dolphin,Finizen,Field,Water 2,1.3,60.2,Both,45,11.9%,40 cycles,Yes,N/A
965,Varoom,Steel,Poison,300,45,70,63,30,45,47,,9,1,Single-Cyl,,Mineral,,1.0,35.0,Both,190,35.2%,20 cycles,Yes,N/A
966,Revavroom,Steel,Poison,500,80,119,90,54,67,90,,9,2,Multi-Cyl,Varoom,Mineral,,1.8,120.0,Both,75,17.5%,20 cycles,Yes,N/A
967,Cyclizar,Dragon,Normal,501,70,95,65,85,65,121,,9,1,Mount,,Field,,1.6,63.0,Both,190,35.2%,30 cycles,Yes,N/A
968,Orthworm,Steel,,480,70,85,145,60,55,65,,9,1,Earthworm,,Field,,2.5,310.0,Both,25,7.7%,35 cycles,Yes,N/A
969,Glimmet,Rock,Poison,350,48,35,42,105,60,60,,9,1,Ore,,Mineral,,0.7,8.0,Both,70,16.6%,30 cycles,Yes,N/A
970,Glimmora,Rock,Poison,525,83,55,90,130,81,86,Mega Glimmora,9,2,Ore,Glimmet,Mineral,,1.5,45.0,Both,25,7.7%,30 cycles,Yes,N/A
971,Greavard,Ghost,,290,50,61,60,30,55,34,,9,1,Ghost Dog,,Field,,0.6,35.0,Both,120,24.9%,20 cycles,Yes,N/A
972,Houndstone,Ghost,,488,72,101,100,50,97,68,,9,2,Ghost Dog,Greavard,Field,,2.0,15.0,Both,60,14.8%,20 cycles,Yes,N/A
973,Flamigo,Flying,Fighting,500,82,115,74,75,64,90,,9,1,Synchronize,,Flying,,1.6,37.0,Both,100,21.7%,20 cycles,Yes,N/A
974,Cetoddle,Ice,,334,108,68,45,30,40,43,,9,1,Terra Whale,,Field,,1.2,45.0,Both,150,29.5%,25 cycles,Yes,N/A
975,Cetitan,Ice,,521,170,113,65,45,55,73,,9,2,Terra Whale,Cetoddle,Field,,4.5,700.0,Both,50,12.9%,25 cycles,Yes,N/A
976,Veluza,Water,Psychic,478,90,102,73,78,65,70,,9,1,Jettison,,Water 2,,2.5,90.0,Both,100,21.7%,20 cycles,Yes,N/A
977,Dondozo,Water,,530,150,100,115,65,65,35,,9,1,Big Catfish,,Water 2,,12.0,220.0,Both,25,7.7%,40 cycles,Yes,N/A
978,Tatsugiri,Dragon,Water,475,68,50,60,120,95,82,Curly Form; Droopy Form; Stretchy Form; Mega Tatsugiri,9,1,Mimicry,,Water 2,,0.3,8.0,Both,100,21.7%,35 cycles,Yes,N/A
979,Annihilape,Fighting,Ghost,535,110,115,80,50,90,90,,9,3,Rage Monkey,Primeape,Field,,1.2,56.0,Both,45,11.9%,20 cycles,Yes,N/A
980,Clodsire,Poison,Ground,430,130,75,60,45,100,20,,9,2,Spiny Fish,Wooper,Water 1,Field,1.8,223.0,Both,90,20.1%,20 cycles,Yes,N/A
981,Farigiraf,Normal,Psychic,520,120,90,70,110,70,60,,9,2,Long Neck,Girafarig,Field,,3.2,160.0,Both,45,11.9%,20 cycles,Yes,N/A
982,Dudunsparce,Normal,,520,125,100,80,85,75,55,Two-Segment Form; Three-Segment Form,9,2,Land Snake,Dunsparce,Field,,3.6,39.2,Both,45,11.9%,20 cycles,Yes,N/A
983,Kingambit,Dark,Steel,550,100,135,120,60,85,50,,9,3,Big Blade,Bisharp,Human-Like,,2.0,120.0,Both,25,7.7%,20 cycles,Yes,N/A
984,Great Tusk,Ground,Fighting,570,115,131,131,53,53,87,,9,1,Paradox,,No Eggs Discovered,,2.2,320.0,Neither,30,8.8%,50 cycles,No,N/A
985,Scream Tail,Fairy,Psychic,570,115,65,99,65,115,111,,9,1,Paradox,,No Eggs Discovered,,1.2,8.0,Neither,50,12.9%,50 cycles,Yes,N/A
986,Brute Bonnet,Grass,Dark,570,111,127,99,79,99,55,,9,1,Paradox,,No Eggs Discovered,,1.2,21.0,Neither,50,12.9%,50 cycles,Yes,N/A
